movie_title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
Clockstoppers ,Color,Jonathan Frakes,69.0,94.0,906.0,528.0,Paula Garcés,2000.0,36985501.0,Action|Adventure|Comedy|Sci-Fi|Thriller,Michael Biehn,11212,3917,Jason George,0.0,frozen time|stopped time|time freeze|watch|wristwatch,http://www.imdb.com/title/tt0157472/?ref_=fn_tt_tt_1,94.0,English,USA,PG,26000000.0,2002.0,587.0,1.85,874,5.2
Harold & Kumar Escape from Guantanamo Bay ,Color,Jon Hurwitz,153.0,102.0,22.0,816.0,Eric Winter,1000.0,38087366.0,Adventure|Comedy,Danneel Ackles,113918,4065,Beverly D'Angelo,2.0,bong|escape|ex girlfriend|guantanamo bay|texas,http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1,165.0,English,USA,R,12000000.0,2008.0,954.0,1.85,0,6.6
Safety Not Guaranteed ,Color,Colin Trevorrow,271.0,86.0,365.0,522.0,Mark Duplass,934.0,4007792.0,Comedy|Drama|Romance,Mary Lynn Rajskub,101287,2714,Jeff Garlin,0.0,classified ad|intern|magazine|time machine|time travel,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,260.0,English,USA,R,750000.0,2012.0,830.0,2.35,31000,7.0
Pirates of the Caribbean: Dead Man's Chest ,Color,Gore Verbinski,313.0,151.0,563.0,1000.0,Orlando Bloom,40000.0,423032628.0,Action|Adventure|Fantasy,Johnny Depp,522040,48486,Jack Davenport,2.0,box office hit|giant squid|heart|liar's dice|monster,http://www.imdb.com/title/tt0383574/?ref_=fn_tt_tt_1,1832.0,English,USA,PG-13,225000000.0,2006.0,5000.0,2.35,5000,7.3
Eve's Bayou ,Color,Kasi Lemmons,31.0,109.0,148.0,426.0,Lynn Whitfield,2000.0,14821531.0,Drama,Jurnee Smollett-Bell,6915,3843,Diahann Carroll,2.0,doctor|louisiana|secret|title directed by female|witchcraft,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,209.0,English,USA,R,6000000.0,1997.0,434.0,1.85,599,7.3
Broken Horses ,Color,Vidhu Vinod Chopra,22.0,101.0,34.0,277.0,Chris Marquette,892.0,,Action|Crime|Drama|Mystery|Thriller,María Valverde,1554,2055,Chad Bishop,0.0,,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,20.0,English,USA,R,15000000.0,2015.0,355.0,2.35,0,5.7
The Country Bears ,Color,Peter Hastings,43.0,88.0,0.0,939.0,Alex Rocco,3000.0,16988996.0,Comedy|Family|Music|Musical,Haley Joel Osment,3875,8189,Stephen Root,1.0,animal in title|bear|box office flop|disney|satire,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75.0,English,USA,G,35000000.0,2002.0,968.0,1.85,422,4.0
Child's Play 2 ,Color,John Lafia,59.0,72.0,5.0,435.0,Beth Grant,659.0,28501605.0,Fantasy|Horror,Jenny Agutter,31371,2646,Greg Germann,0.0,boy|doll|foster home|killer doll|serial killer,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166.0,English,USA,R,13000000.0,1990.0,628.0,1.85,0,5.7
The Calling ,Color,Jason Stone,48.0,108.0,14.0,826.0,Ellen Burstyn,2000.0,,Thriller,Topher Grace,6025,4385,Christopher Heyerdahl,2.0,bouquet|house fire|praying|serial killer|tied to a chair,http://www.imdb.com/title/tt1666335/?ref_=fn_tt_tt_1,28.0,English,USA,R,,2014.0,1000.0,,0,5.8
Illuminata ,Color,John Turturro,36.0,119.0,0.0,54.0,Ben Gazzara,816.0,836641.0,Drama,Beverly D'Angelo,1402,1585,George DiCenzo,0.0,critic|new york|new york city|playwright|theater critic,http://www.imdb.com/title/tt0120709/?ref_=fn_tt_tt_1,40.0,English,Spain,R,,1998.0,623.0,1.85,74,6.2
Broken Arrow ,Color,John Woo,72.0,108.0,610.0,461.0,Samantha Mathis,848.0,70450000.0,Action|Crime|Thriller,Delroy Lindo,77390,2913,Bob Gunton,2.0,captain|desert|major|park ranger|utah,http://www.imdb.com/title/tt0115759/?ref_=fn_tt_tt_1,189.0,English,USA,R,50000000.0,1996.0,517.0,2.35,0,6.0
Prophecy ,Color,John Frankenheimer,70.0,102.0,287.0,79.0,Richard Dysart,452.0,,Horror|Sci-Fi,Talia Shire,3000,729,Robert Foxworth,1.0,cabin|monster|monster movie|paper mill|pollution,http://www.imdb.com/title/tt0079758/?ref_=fn_tt_tt_1,75.0,English,USA,PG,12000000.0,1979.0,122.0,2.35,902,5.4
Tupac: Resurrection ,Color,Lauren Lazin,26.0,112.0,2.0,321.0,Gary Coleman,786.0,7707563.0,Biography|Documentary|Music,James Cagney,7687,2638,Todd Bridges,0.0,hip hop|name in title|rap star|rapper|reference to tupac shakur,http://www.imdb.com/title/tt0343121/?ref_=fn_tt_tt_1,32.0,English,USA,R,,2003.0,633.0,1.85,0,8.0
An American Carol ,Color,David Zucker,45.0,83.0,119.0,633.0,Geoffrey Arend,885.0,7001720.0,Comedy|Fantasy,Chriss Anglin,8560,2907,Gary Coleman,2.0,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,12000000.0,2008.0,816.0,2.35,797,4.3
Rob Roy ,Color,Michael Caton-Jones,44.0,139.0,105.0,902.0,Jason Flemyng,14000.0,31600000.0,Adventure|Biography,Liam Neeson,34427,16125,Eric Stoltz,1.0,18th century|highlands|scotland|sexual cruelty|sword fight,http://www.imdb.com/title/tt0114287/?ref_=fn_tt_tt_1,126.0,English,USA,R,28000000.0,1995.0,1000.0,2.35,0,6.9
Taxi Driver ,Color,Martin Scorsese,211.0,110.0,17000.0,595.0,Albert Brooks,22000.0,,Crime|Drama,Robert De Niro,507063,23525,Peter Boyle,1.0,loner|neo noir|night shift|taxi driver|vigilante,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,881.0,English,USA,R,1300000.0,1976.0,745.0,1.85,35000,8.3
Little Nicholas ,Color,Laurent Tirard,56.0,91.0,2.0,55.0,Sandrine Kiberlain,295.0,,Comedy|Family,Louise Bourgoin,9214,545,Kad Merad,7.0,baby|dinner|family relationships|school|three word title,http://www.imdb.com/title/tt1264904/?ref_=fn_tt_tt_1,17.0,French,France,,,2009.0,71.0,1.85,0,7.2
The Wash ,Color,DJ Pooh,27.0,93.0,69.0,69.0,Dr. Dre,522.0,10097096.0,Comedy,Angell Conwell,5612,955,DJ Pooh,2.0,african american stereotype|car wash|rent|roommate|threatening telephone call,http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1,38.0,English,USA,R,4000000.0,2001.0,231.0,1.85,842,4.6
Rubber ,Color,Quentin Dupieux,230.0,82.0,248.0,196.0,Jack Plotnick,353.0,98017.0,Comedy|Fantasy|Horror,Haley Ramm,26185,1498,Cecelia Antoinette,0.0,desert|dump|show|spectator|tire,http://www.imdb.com/title/tt1612774/?ref_=fn_tt_tt_1,170.0,English,France,R,500000.0,2010.0,248.0,1.85,46000,5.8
Forget Me Not ,Color,Tyler Oliver,24.0,103.0,0.0,511.0,Chloe Bridges,35000.0,,Horror|Romance|Thriller,Bella Thorne,4866,38121,Christopher Atkins,1.0,,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,38.0,English,USA,R,1300000.0,2009.0,516.0,2.35,969,5.2
Certifiably Jonathan ,Color,James David Pasternak,17.0,85.0,0.0,924.0,Sarah Silverman,49000.0,7826.0,Comedy|Documentary,Robin Williams,132,54484,Jonathan Winters,10.0,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,2.0,English,USA,,1200000.0,2007.0,931.0,,87,6.2
JFK , Black and White,Oliver Stone,125.0,206.0,0.0,4.0,Jay O. Sanders,433.0,70405498.0,Drama|History|Thriller,Sally Kirkland,113472,698,Cheryl Penland,1.0,death|gay slur|homosexuality|investigation|president,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,442.0,English,France,R,40000000.0,1991.0,256.0,2.35,0,8.0
Unleashed ,Color,Louis Leterrier,177.0,103.0,255.0,5000.0,Jet Li,11000.0,24520892.0,Action|Crime|Drama|Thriller,Morgan Freeman,85198,22383,Bob Hoskins,1.0,collar|dog|fight|fighting|piano,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,303.0,English,France,R,45000000.0,2005.0,5000.0,2.35,0,7.0
Get Real             ,Color,,1.0,60.0,,143.0,Jon Tenney,11000.0,,Comedy|Drama|Romance,Anne Hathaway,415,11618,Debrah Farentino,5.0,breaking the fourth wall|brother brother relationship|high school friends|imperative in title|skateboard,http://www.imdb.com/title/tt0212662/?ref_=fn_tt_tt_1,26.0,English,USA,,,,289.0,1.33,43,7.3
Karachi se Lahore ,Color,Wajahat Rauf,6.0,,3.0,4.0,Ayesha Omar,7.0,,Comedy|Family,Rasheed Naz,876,19,Javed Sheikh,9.0,pakistan|road trip,http://www.imdb.com/title/tt4590482/?ref_=fn_tt_tt_1,15.0,Urdu,Pakistan,,1000000.0,2015.0,5.0,,259,7.0
The Adventures of Ford Fairlane ,Color,Renny Harlin,48.0,104.0,212.0,380.0,Gilbert Gottfried,879.0,21413502.0,Action|Adventure|Comedy|Crime|Music|Mystery,Lauren Holly,14429,2795,David Patrick Kelly,5.0,detective|groupie|murder|music industry|rock n roll,http://www.imdb.com/title/tt0098987/?ref_=fn_tt_tt_1,113.0,English,USA,R,40000000.0,1990.0,560.0,2.35,2000,6.3
Transcendence ,Color,Wally Pfister,355.0,119.0,0.0,968.0,Morgan Freeman,40000.0,23014504.0,Drama|Mystery|Romance|Sci-Fi|Thriller,Johnny Depp,172707,54031,Clifton Collins Jr.,1.0,artificial intelligence|consciousness|power outage|scientist|technology,http://www.imdb.com/title/tt2209764/?ref_=fn_tt_tt_1,462.0,English,UK,PG-13,100000000.0,2014.0,11000.0,2.35,37000,6.3
Labor Day ,Color,Jason Reitman,217.0,111.0,655.0,405.0,Kate Winslet,24000.0,13362308.0,Drama,J.K. Simmons,31898,39307,Brooke Smith,1.0,baseball|baseball practice|escaped convict|neighbor|tied to a chair,http://www.imdb.com/title/tt1967545/?ref_=fn_tt_tt_1,111.0,English,USA,PG-13,18000000.0,2013.0,14000.0,2.35,0,6.9
Furious 7 ,Color,James Wan,424.0,140.0,0.0,14000.0,Paul Walker,26000.0,350034110.0,Action|Crime|Thriller,Jason Statham,278232,79150,Vin Diesel,0.0,car falling off a cliff|hospital|revenge|star died before release|terrorist,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1,657.0,English,USA,PG-13,190000000.0,2015.0,23000.0,2.35,94000,7.2
Forty Shades of Blue ,Color,Ira Sachs,39.0,108.0,60.0,121.0,Jenny O'Hara,826.0,,Drama|Music|Romance,Rip Torn,1134,1240,Darren E. Burrows,0.0,love|music producer|previous marriage|rock 'n' roll|russian,http://www.imdb.com/title/tt0395543/?ref_=fn_tt_tt_1,26.0,English,USA,R,1500000.0,2005.0,189.0,1.85,216,6.0
Spaceballs ,Color,Mel Brooks,103.0,96.0,0.0,542.0,Dick Van Patten,1000.0,38119483.0,Adventure|Comedy|Sci-Fi,Joan Rivers,136667,2936,Michael Winslow,2.0,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago,http://www.imdb.com/title/tt0094012/?ref_=fn_tt_tt_1,273.0,English,USA,PG,22700000.0,1987.0,605.0,1.85,13000,7.1
The Possession ,Color,Ole Bornedal,264.0,92.0,30.0,309.0,Madison Davenport,941.0,49122319.0,Horror|Thriller,Kyra Sedgwick,47169,2348,Natasha Calis,0.0,basketball coach|box|jewish|rabbi|yard sale,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,162.0,English,USA,PG-13,14000000.0,2012.0,459.0,2.35,17000,5.9
Yentl ,Color,Barbra Streisand,16.0,132.0,0.0,122.0,Amy Irving,405.0,30400000.0,Drama|Musical|Romance,Miriam Margolyes,9503,914,Steven Hill,1.0,love|study|talmud|wedding|yeshiva,http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1,68.0,English,UK,PG,12000000.0,1983.0,194.0,1.85,0,6.6
I Think I Love My Wife ,Color,Chris Rock,97.0,94.0,0.0,458.0,Eliza Coupe,12000.0,12550242.0,Comedy|Drama|Romance,Steve Buscemi,13866,13446,Wendell Pierce,3.0,banker|investment|investment banker|marriage|sex,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,55.0,English,USA,R,,2007.0,490.0,1.85,488,5.5
Strange Wilderness ,Color,Fred Wolf,58.0,87.0,29.0,522.0,Ashley Scott,1000.0,6563357.0,Adventure|Comedy,Kevin Alejandro,18571,4218,Jeff Garlin,4.0,bigfoot|critically bashed|ecuador|friend|tv show,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,120.0,English,USA,R,20000000.0,2008.0,794.0,2.35,847,5.3
Alex Rider: Operation Stormbreaker ,Color,Geoffrey Sax,66.0,93.0,13.0,173.0,Sophie Okonedo,15000.0,652526.0,Action|Adventure|Family|Thriller,Alex Pettyfer,20201,15638,Ashley Walters,3.0,14 year old|british|gadget|spy|training,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187.0,English,Germany,PG,40000000.0,2006.0,460.0,2.35,823,5.1
Highlander: Endgame ,Color,Douglas Aarniokoski,90.0,101.0,36.0,377.0,Adrian Paul,1000.0,12801190.0,Action|Adventure|Fantasy|Sci-Fi,Christopher Lambert,16340,2764,Adam Copeland,1.0,battle|explosion|immortal|revenge|sequel to cult film,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,355.0,English,USA,R,15000000.0,2000.0,786.0,2.35,356,4.6
The Dress ,Color,Alex van Warmerdam,19.0,95.0,53.0,2.0,Ariane Schluter,20.0,,Comedy|Drama,Rijk de Gooyer,1470,25,Henri Garcin,0.0,bare breasts|bra|panties|topless female nudity|underwear,http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1,5.0,Dutch,Netherlands,,2650000.0,1996.0,3.0,1.85,121,7.0
Robin Hood: Prince of Thieves ,Color,Kevin Reynolds,67.0,155.0,58.0,720.0,Morgan Freeman,25000.0,165500000.0,Action|Adventure|Drama|Romance,Alan Rickman,145257,38518,Michael Wincott,0.0,balladeer|crusades|england|king|modern minstrel,http://www.imdb.com/title/tt0102798/?ref_=fn_tt_tt_1,322.0,English,USA,PG-13,48000000.0,1991.0,11000.0,1.85,0,6.9
Sex and the City 2 ,Color,Michael Patrick King,221.0,146.0,127.0,722.0,Liza Minnelli,962.0,95328937.0,Comedy|Drama|Romance,Chris Noth,59581,4555,Kristin Davis,4.0,abu dhabi|box office hit|muslim|nanny|united arab emirates,http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1,293.0,English,USA,R,100000000.0,2010.0,740.0,1.85,0,4.3
Black Rain ,Color,Ridley Scott,63.0,125.0,0.0,237.0,Ken Takakura,939.0,45645204.0,Action|Crime|Thriller,Stephen Root,39306,1748,Kate Capshaw,2.0,counterfeit|detective|japan|police chase|yakuza,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,119.0,English,USA,R,30000000.0,1989.0,255.0,2.35,0,6.6
Red Sonja ,Color,Richard Fleischer,59.0,89.0,130.0,183.0,Brigitte Nielsen,444.0,,Action|Adventure|Fantasy,Ernie Reyes Jr.,30215,1243,Sandahl Bergman,1.0,cult film|psychotronic|sword and sorcery|talisman|warrior,http://www.imdb.com/title/tt0089893/?ref_=fn_tt_tt_1,95.0,English,Netherlands,PG-13,17900000.0,1985.0,312.0,2.35,0,5.0
Deadline - U.S.A. , Black and White,Richard Brooks,27.0,87.0,174.0,114.0,Jim Backus,2000.0,,Crime|Drama|Film-Noir,Humphrey Bogart,1756,2831,Kim Hunter,0.0,editor|gangster|newspaper|organized crime|press,http://www.imdb.com/title/tt0044533/?ref_=fn_tt_tt_1,28.0,English,USA,,,1952.0,399.0,1.37,169,7.2
Armored ,Color,Nimród Antal,107.0,88.0,190.0,163.0,Fred Ward,137000.0,15988876.0,Action|Crime|Thriller,Andrew Fiscella,26236,137712,Lorna Raver,6.0,armored truck|blood splatter|die hard scenario|guard|heist,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,110.0,English,USA,PG-13,27000000.0,2009.0,459.0,2.35,0,5.7
The Rainmaker ,Color,Francis Ford Coppola,91.0,135.0,0.0,913.0,Dean Stockwell,13000.0,45856732.0,Crime|Drama|Thriller,Matt Damon,46221,16762,Virginia Madsen,1.0,courtroom|domestic violence|insurance company|lawyer|underdog,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,141.0,English,USA,PG-13,40000000.0,1997.0,936.0,2.35,0,7.1
The Thing ,Color,John Carpenter,297.0,109.0,0.0,145.0,Richard Masur,957.0,13782838.0,Horror|Mystery|Sci-Fi,Wilford Brimley,258078,1757,David Clennon,0.0,alien creature|alien life form|antarctica|isolation|paranoia,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,911.0,English,USA,R,15000000.0,1982.0,163.0,2.35,23000,8.2
Wicker Park ,Color,Paul McGuigan,98.0,114.0,118.0,40.0,Christopher Cousins,489.0,12831121.0,Drama|Mystery|Romance|Thriller,Jessica Paré,44979,679,Mark Camacho,0.0,flashback|flashback within a flashback|multiple perspectives|obsession|split screen,http://www.imdb.com/title/tt0324554/?ref_=fn_tt_tt_1,298.0,English,USA,PG-13,30000000.0,2004.0,93.0,2.35,0,7.0
Obvious Child ,Color,Gillian Robespierre,155.0,84.0,9.0,313.0,Jenny Slate,612.0,3122616.0,Comedy|Drama,Gaby Hoffmann,16594,1587,Jake Lacy,1.0,abortion|divorced parents|one night stand|pregnancy|pregnant,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,73.0,English,USA,R,,2014.0,457.0,2.35,0,6.8
Signed Sealed Delivered ,Color,Scott Smith,1.0,87.0,2.0,318.0,Daphne Zuniga,637.0,,Comedy|Drama,Eric Mabius,629,2283,Crystal Lowe,2.0,fraud|postal worker|prison|theft|trial,http://www.imdb.com/title/tt3000844/?ref_=fn_tt_tt_1,6.0,English,Canada,,,2013.0,470.0,,84,7.7
The Box ,Color,Richard Kelly,287.0,115.0,219.0,258.0,Gillian Jacobs,902.0,15045676.0,Drama|Fantasy|Mystery|Thriller,Frank Langella,76303,2466,Celia Weston,1.0,alien|library|moral dilemma|nosebleed|supernatural power,http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1,376.0,English,USA,PG-13,16000000.0,2009.0,837.0,2.35,0,5.6
The Rocket: The Legend of Rocket Richard ,Color,Charles Binamé,20.0,124.0,2.0,23.0,Roy Dupuis,413.0,,Biography|Drama|Sport,Stephen McHattie,4412,733,Julie LeBreton,0.0,fan|french canadian|hockey|hockey player|machinist,http://www.imdb.com/title/tt0460505/?ref_=fn_tt_tt_1,31.0,French,Canada,PG,8000000.0,2005.0,265.0,2.35,520,7.7
Sinbad: Legend of the Seven Seas ,Color,Patrick Gilmore,98.0,85.0,0.0,82.0,Adriano Giannini,11000.0,26288320.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,36144,11301,Timothy West,0.0,book|framed|goddess|prince|sinbad,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,91.0,English,USA,PG,60000000.0,2003.0,102.0,1.66,880,6.7
Funny People ,Color,Judd Apatow,230.0,153.0,0.0,130.0,RZA,11000.0,51814190.0,Comedy|Drama,Adam Sandler,100837,11852,Maude Apatow,1.0,breasts|comedian|craigslist|infidelity|stand up comedian,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,301.0,English,USA,R,75000000.0,2009.0,561.0,1.85,0,6.4
Neal 'N' Nikki ,Color,Arjun Sablok,5.0,97.0,0.0,40.0,Uday Chopra,374.0,100358.0,Comedy|Musical|Romance,Abhishek Bachchan,1167,602,Samantha McLeod,2.0,interrupted sex|kiss|love|mistaken sex scene|sex in car,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,24.0,English,India,,1500000.0,2005.0,145.0,2.35,66,3.3
How to Be Single ,Color,Christian Ditter,148.0,110.0,11.0,591.0,Damon Wayans Jr.,2000.0,46813366.0,Comedy|Romance,Alison Brie,39440,4882,Nicholas Braun,4.0,motor scooter|new york city|newborn baby|scooter|single,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,83.0,English,USA,R,38000000.0,2016.0,756.0,2.35,15000,6.1
Cellular ,Color,David R. Ellis,127.0,94.0,160.0,167.0,Valerie Cruz,550.0,32003620.0,Action|Crime|Thriller,Richard Burgi,79141,1102,Will Beinbrink,1.0,cell phone|distress signal|family in danger|police|stealing a car,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,355.0,English,USA,PG-13,25000000.0,2004.0,216.0,2.35,2000,6.5
Mars Needs Moms ,Color,Simon Wells,132.0,88.0,25.0,433.0,Dan Fogler,921.0,21379315.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,17590,2652,Tom Everett Scott,0.0,boy|martian|rescue|robot|sexism,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112.0,English,USA,PG,150000000.0,2011.0,562.0,2.35,0,5.4
The 6th Day ,Color,Roger Spottiswoode,170.0,123.0,55.0,956.0,Michael Rapaport,3000.0,34543701.0,Action|Mystery|Sci-Fi|Thriller,Robert Duvall,100001,5839,Tony Goldwyn,1.0,clone|cloning|future|laser gun|murder,http://www.imdb.com/title/tt0216216/?ref_=fn_tt_tt_1,289.0,English,USA,PG-13,82000000.0,2000.0,975.0,2.35,0,5.9
The O.C.             ,Color,,20.0,44.0,,650.0,Melinda Clarke,828.0,,Comedy|Drama|Romance,Peter Gallagher,65785,2546,Tate Donovan,8.0,california|lawyer|love|orange county california|wealth,http://www.imdb.com/title/tt0362359/?ref_=fn_tt_tt_1,281.0,English,USA,TV-PG,,,787.0,1.78,0,7.5
Divine Secrets of the Ya-Ya Sisterhood ,Color,Callie Khouri,93.0,116.0,144.0,477.0,Fionnula Flanagan,1000.0,69586544.0,Drama,Ellen Burstyn,15352,3845,Matthew Settle,4.0,flashback|interview|louisiana|playwright|secret society,http://www.imdb.com/title/tt0279778/?ref_=fn_tt_tt_1,199.0,English,USA,PG-13,27000000.0,2002.0,482.0,2.35,0,6.0
Valiant ,Color,Gary Chapman,93.0,76.0,2.0,72.0,Olivia Williams,1000.0,19447478.0,Adventure|Animation|Comedy|Family|War,Jim Broadbent,15788,1908,Pip Torrens,0.0,dove|falcon|nursing|pigeon|psychological torture,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,80.0,English,UK,G,35000000.0,2005.0,766.0,1.85,538,5.6
The Quiet American ,Color,Phillip Noyce,149.0,101.0,176.0,83.0,Tzi Ma,3000.0,12987647.0,Drama|Mystery|Romance|Thriller|War,Brendan Fraser,24019,3431,Holmes Osborne,2.0,american|french|saigon|vietnam|vietnamese,http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,199.0,English,UK,R,30000000.0,2002.0,268.0,2.35,983,7.1
Joe ,Color,David Gordon Green,232.0,117.0,234.0,221.0,Tye Sheridan,12000.0,371897.0,Drama,Nicolas Cage,36494,13607,Ronnie Gene Blevins,2.0,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,118.0,English,USA,R,4000000.0,2013.0,1000.0,2.35,11000,6.9
"Big Mommas: Like Father, Like Son ",Color,John Whitesell,88.0,113.0,14.0,534.0,Tony Curran,918.0,37911876.0,Action|Comedy|Crime,Brandon T. Jackson,19671,3500,Portia Doubleday,2.0,fbi agent|murder|performing arts school|scene during end credits|undercover,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,47.0,English,USA,PG-13,32000000.0,2011.0,845.0,2.35,0,4.4
Everest ,Color,Baltasar Kormákur,361.0,121.0,175.0,221.0,Martin Henderson,963.0,43247140.0,Adventure|Biography|Drama|History|Sport|Thriller,Michael Kelly,134625,2131,Tom Goodman-Hill,0.0,blizzard|mount everest|mountain|mountain climbing|snow,http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1,265.0,English,UK,PG-13,55000000.0,2015.0,580.0,2.35,40000,7.1
Punch-Drunk Love ,Color,Paul Thomas Anderson,251.0,95.0,0.0,98.0,Emily Watson,11000.0,17791031.0,Comedy|Drama|Romance|Thriller,Adam Sandler,109855,11994,Don McManus,0.0,harmonium|love|phone sex|pudding|sister,http://www.imdb.com/title/tt0272338/?ref_=fn_tt_tt_1,888.0,English,USA,R,25000000.0,2002.0,876.0,2.35,0,7.3
The Loss of Sexual Innocence ,Color,Mike Figgis,31.0,106.0,81.0,687.0,Saffron Burrows,2000.0,399793.0,Drama,Kelly Macdonald,2877,4343,Julian Sands,0.0,1950s|italian|murder|tunisia|vomiting,http://www.imdb.com/title/tt0126859/?ref_=fn_tt_tt_1,70.0,English,USA,R,4000000.0,1999.0,811.0,1.78,111,5.4
The Color of Money ,Color,Martin Scorsese,59.0,119.0,17000.0,638.0,Bill Cobbs,10000.0,52293982.0,Drama|Sport,Tom Cruise,57831,11895,Mary Elizabeth Mastrantonio,1.0,hustler|losing|pool|pool player|tournament,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115.0,English,USA,R,13800000.0,1986.0,970.0,1.85,0,7.0
Treasure Planet ,Color,Ron Clements,127.0,95.0,63.0,720.0,Martin Short,23000.0,38120554.0,Adventure|Animation|Family|Sci-Fi,Joseph Gordon-Levitt,71527,26940,Michael Wincott,0.0,alien|cyborg|pirate|planet|treasure,http://www.imdb.com/title/tt0133240/?ref_=fn_tt_tt_1,217.0,English,USA,PG,140000000.0,2002.0,770.0,1.5,0,7.1
Reign of Fire ,Color,Rob Bowman,138.0,101.0,38.0,11000.0,Gerard Butler,23000.0,43060566.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,107859,53024,Matthew McConaughey,0.0,castle|dragon|fire breathing dragon|militia|survival,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,569.0,English,USA,PG-13,60000000.0,2002.0,18000.0,2.35,0,6.2
Willy Wonka & the Chocolate Factory ,Color,Mel Stuart,104.0,89.0,21.0,124.0,Jack Albertson,240.0,,Family|Fantasy|Musical,Peter Ostrum,128334,1011,Julie Dawn Cole,1.0,candy|chocolate|factory|miniaturization|sudden change in size,http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1,349.0,English,USA,G,3000000.0,1971.0,177.0,1.33,0,7.8
Star Trek V: The Final Frontier ,Color,William Shatner,98.0,107.0,0.0,643.0,Nichelle Nichols,12000.0,55210049.0,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,43743,14710,Walter Koenig,1.0,captain|half brother|klingon|planet|vulcan,http://www.imdb.com/title/tt0098382/?ref_=fn_tt_tt_1,293.0,English,USA,PG,27800000.0,1989.0,664.0,2.35,0,5.4
On the Outs ,Color,Lori Silverbush,26.0,86.0,5.0,41.0,Flaco Navaja,68.0,,Drama,Judy Marte,603,216,Dominic Colón,3.0,dominican|drug dealer|prison|single mother|teenage pregnancy,http://www.imdb.com/title/tt0389235/?ref_=fn_tt_tt_1,15.0,English,USA,R,,2004.0,64.0,,122,6.9
